TimeStamp,test.data8i,test.float_data,test.data,test.address
108.244,71,689.296,204,230
108.486,71,689.296,204,230
108.831,71,689.296,204,230
109.079,71,689.296,204,230
109.347,71,689.296,204,230
109.71,71,689.296,204,230
109.98,72,688.596,202,240
110.237,72,688.596,202,240
110.48,72,688.596,202,240
110.833,72,688.596,202,240
111.109,72,688.596,202,240
111.381,72,688.596,202,240
111.838,72,688.596,202,240
112.11,73,687.896,200,250
112.373,73,687.896,200,250
112.693,73,687.896,200,250
112.95,73,687.896,200,250
113.193,73,687.896,200,250
113.436,73,687.896,200,250
113.828,73,687.896,200,250
114.075,74,687.196,198,260
114.307,74,687.196,198,260
114.685,74,687.196,198,260
114.922,74,687.196,198,260
115.168,74,687.196,198,260
115.413,74,687.196,198,260
115.829,74,687.196,198,260
116.092,75,686.496,200,270
116.327,75,686.496,200,270
116.684,75,686.496,200,270
116.914,75,686.496,200,270
117.149,75,686.496,200,270
117.387,75,686.496,200,270
117.684,75,686.496,200,270
117.911,76,685.796,202,270
118.146,76,685.796,202,280
118.384,76,685.796,202,280
118.684,76,685.796,202,280
118.929,76,685.796,202,280
119.162,76,685.796,202,280
119.414,76,685.796,202,280
119.83,76,685.796,202,280
120.077,77,685.096,204,290
120.316,77,685.096,204,290
120.686,77,685.096,204,290
120.935,77,685.096,204,290
121.182,77,685.096,204,290
121.418,77,685.096,204,290
121.829,77,685.096,204,290
122.083,78,684.396,206,300
122.319,78,684.396,206,300
122.685,78,684.396,206,300
122.915,78,684.396,206,300
123.139,78,684.396,206,300
123.368,78,684.396,206,300
123.685,78,684.396,206,300
123.912,79,683.696,208,300
124.235,79,683.696,208,310
124.477,79,683.696,208,310
124.834,79,683.696,208,310
125.087,79,683.696,208,310
125.326,79,683.696,208,310
125.685,79,683.696,208,310
125.912,80,682.996,210,310
126.139,80,682.996,210,320
126.368,80,682.996,210,320
126.684,80,682.996,210,320
126.914,80,682.996,210,320
127.16,80,682.996,210,320
127.41,80,682.996,210,320
127.861,80,682.996,210,320
128.14,81,682.296,212,330
128.403,81,682.296,212,330
128.821,81,682.296,212,330
129.07,81,682.296,212,330
129.486,81,682.296,212,330
129.843,81,682.296,212,330
