TimeStamp,test.data8i,test.float_data,test.data,test.address
2147.39,66,223.789,578,500
2147.69,66,223.789,578,500
2147.94,67,224.489,578,500
2148.19,67,224.489,576,510
2148.44,67,224.489,576,510
2148.84,67,224.489,576,510
2149.1,67,224.489,576,510
2149.35,67,224.489,576,510
2149.68,67,224.489,576,510
2149.92,68,225.189,576,510
2150.16,68,225.189,574,520
2150.44,68,225.189,574,520
2150.84,68,225.189,574,520
2151.26,68,225.189,574,520
2151.69,68,225.189,574,520
2151.94,69,225.889,574,520
2152.2,69,225.889,572,530
2152.44,69,225.889,572,530
2152.83,69,225.889,572,530
2153.1,69,225.889,572,530
2153.33,69,225.889,572,530
2153.69,69,225.889,572,530
2153.92,70,226.589,572,530
2154.16,70,226.589,570,540
2154.4,70,226.589,570,540
2154.83,70,226.589,570,540
2155.09,70,226.589,570,540
2155.33,70,226.589,570,540
2155.69,70,226.589,570,540
2155.91,71,227.289,570,540
2156.14,71,227.289,568,550
2156.38,71,227.289,568,550
2156.69,71,227.289,568,550
2156.91,71,227.289,568,550
2157.14,71,227.289,568,550
2157.38,71,227.289,568,550
2157.83,71,227.289,568,550
2158.1,72,227.989,566,560
2158.34,72,227.989,566,560
2158.69,72,227.989,566,560
2158.94,72,227.989,566,560
2159.27,72,227.989,566,560
2159.69,72,227.989,566,560
2159.93,73,228.689,566,560
2160.17,73,228.689,564,570
2160.47,73,228.689,564,570
2160.83,73,228.689,564,570
2161.1,73,228.689,564,570
2162.23,74,229.389,562,580
2162.69,74,229.389,562,580
2162.94,74,229.389,562,580
2163.22,74,229.389,562,580
2163.46,74,229.389,562,580
2163.83,74,229.389,562,580
2164.09,75,230.089,560,590
2164.33,75,230.089,560,590
2164.7,75,230.089,560,590
2164.98,75,230.089,560,590
2165.28,75,230.089,560,590
2165.69,75,230.089,560,590
2165.94,76,230.789,560,590
2166.22,76,230.789,558,600
2166.5,76,230.789,558,600
2166.85,76,230.789,558,600
2167.1,76,230.789,558,600
2167.34,76,230.789,558,600
2167.71,76,230.789,558,600
2167.97,77,231.489,556,600
2168.23,77,231.489,556,610
2168.49,77,231.489,556,610
2168.83,77,231.489,556,610
2169.08,77,231.489,556,610
2169.31,77,231.489,556,610
2169.69,77,231.489,556,610
2169.91,78,232.189,556,610
2170.14,78,232.189,554,620
2170.37,78,232.189,554,620
2170.84,78,232.189,554,620
2171.1,78,232.189,554,620
2171.34,78,232.189,554,620
2171.69,78,232.189,554,620
2171.91,79,232.889,554,620
2172.14,79,232.889,552,630
2172.37,79,232.889,552,630
2172.69,79,232.889,552,630
2172.92,79,232.889,552,630
2173.17,79,232.889,552,630
2173.41,79,232.889,552,630
2173.83,79,232.889,552,630
2174.08,80,233.589,550,640
2174.31,80,233.589,550,640
2174.69,80,233.589,550,640
2174.91,80,233.589,550,640
2175.13,80,233.589,550,640
2175.38,80,233.589,550,640
2175.69,80,233.589,550,640
2175.94,81,234.289,548,640
2176.18,81,234.289,548,650
2176.44,81,234.289,548,650
2176.83,81,234.289,548,650
2177.08,81,234.289,548,650
2177.36,81,234.289,548,650
2177.83,81,234.289,548,650
2178.09,82,234.989,546,660
2178.34,82,234.989,546,660
2178.68,82,234.989,546,660
2178.91,82,234.989,546,660
2179.14,82,234.989,546,660
2179.37,82,234.989,546,660
2179.68,82,234.989,546,660
2179.93,83,235.689,546,660
2180.17,83,235.689,544,670
2180.44,83,235.689,544,670
2180.83,83,235.689,544,670
2181.1,83,235.689,544,670
2181.35,83,235.689,544,670
2181.71,83,235.689,544,670
2182,84,236.389,542,680
2182.27,84,236.389,542,680
2182.69,84,236.389,542,680
2182.96,84,236.389,542,680
2183.2,84,236.389,542,680
2183.47,84,236.389,542,680
2183.86,84,236.389,542,680
2184.11,85,237.089,540,690
2184.35,85,237.089,540,690
2184.7,85,237.089,540,690
2184.94,85,237.089,540,690
2185.18,85,237.089,540,690
2185.42,85,237.089,540,690
2185.83,85,237.089,540,690
2186.09,86,237.789,538,700
2186.34,86,237.789,538,700
2186.69,86,237.789,538,700
2186.94,86,237.789,538,700
2187.18,86,237.789,538,700
2187.41,86,237.789,538,700
2187.85,86,237.789,538,700
2188.14,87,238.489,536,710
2188.4,87,238.489,536,710
2188.83,87,238.489,536,710
2189.11,87,238.489,536,710
2189.37,87,238.489,536,710
2189.84,87,238.489,536,710
2190.13,88,239.189,534,720
2190.41,88,239.189,534,720
2190.88,88,239.189,534,720
2191.17,88,239.189,534,720
2191.41,88,239.189,534,720
2191.83,88,239.189,534,720
2192.11,89,239.889,532,730
2192.36,89,239.889,532,730
2192.68,89,239.889,532,730
2193.15,89,239.889,532,730
2193.45,89,239.889,532,730
2193.83,89,239.889,532,730
2194.11,90,240.589,530,740
2194.36,90,240.589,530,740
2194.68,90,240.589,530,740
2194.95,90,240.589,530,740
2195.21,90,240.589,530,740
2195.71,90,240.589,530,740
2196.06,91,241.289,528,750
2196.35,91,241.289,528,750
2196.73,91,241.289,528,750
2197.03,91,241.289,528,750
2197.3,91,241.289,528,750
2197.69,91,241.289,528,750
2197.92,92,241.989,528,750
2198.26,92,241.989,526,760
2198.7,92,241.989,526,760
2199.03,92,241.989,526,760
2199.4,92,241.989,526,760
2199.98,92,241.989,526,760
2200.27,93,242.689,524,770
2200.68,93,242.689,524,770
2200.94,93,242.689,524,770
2201.19,93,242.689,524,770
2201.44,93,242.689,524,770
2201.83,93,242.689,524,770
2202.07,94,243.389,522,780
2202.31,94,243.389,522,780
2202.68,94,243.389,522,780
2202.91,94,243.389,522,780
2203.14,94,243.389,522,780
2203.36,94,243.389,522,780
2203.7,94,243.389,522,780
2203.99,95,244.089,520,790
2204.27,95,244.089,520,790
2204.68,95,244.089,520,790
2204.93,95,244.089,520,790
2205.16,95,244.089,520,790
2205.39,95,244.089,520,790
2205.84,95,244.089,520,790
2206.11,96,244.789,518,800
2206.43,96,244.789,518,800
2206.83,96,244.789,518,800
2207.11,96,244.789,518,800
2207.4,96,244.789,518,800
2208.4,96,244.789,518,800
2209.13,97,245.489,516,810
2209.41,97,245.489,516,810
2209.83,97,245.489,516,810
2210.1,98,246.189,514,800
2210.37,98,246.189,514,800
2210.84,98,246.189,514,800
2211.1,98,246.189,514,800
2211.34,98,246.189,514,800
2211.69,98,246.189,514,800
2211.96,99,246.889,512,800
2212.23,99,246.889,512,790
2212.7,99,246.889,512,790
2213.01,99,246.889,512,790
2213.28,99,246.889,512,790
2213.7,99,246.889,512,790
2213.97,100,247.589,510,790
2214.21,100,247.589,510,780
2214.48,100,247.589,510,780
2214.83,100,247.589,510,780
2215.11,100,247.589,510,780
2215.37,100,247.589,510,780
2215.69,100,247.589,510,780
2215.94,101,248.289,508,780
2216.17,101,248.289,508,770
2216.41,101,248.289,508,770
2216.82,101,248.289,508,770
2217.09,101,248.289,508,770
2217.32,101,248.289,508,770
2217.68,101,248.289,508,770
2217.93,102,248.989,508,770
2218.16,102,248.989,506,760
2218.38,102,248.989,506,760
2218.68,102,248.989,506,760
2218.91,102,248.989,506,760
2219.16,102,248.989,506,760
2219.4,102,248.989,506,760
2219.82,102,248.989,506,760
2220.09,103,249.689,504,750
2220.33,103,249.689,504,750
2220.7,103,249.689,504,750
2220.96,103,249.689,504,750
2221.2,103,249.689,504,750
2221.44,103,249.689,504,750
2221.82,103,249.689,504,750
2222.07,104,250.389,502,740
2222.29,104,250.389,502,740
2222.68,104,250.389,502,740
2222.92,104,250.389,502,740
2223.2,104,250.389,502,740
2223.45,104,250.389,502,740
2223.83,104,250.389,502,740
2224.08,105,251.089,500,730
2224.33,105,251.089,500,730
2224.69,105,251.089,500,730
2224.93,105,251.089,500,730
2225.16,105,251.089,500,730
2225.41,105,251.089,500,730
2225.83,105,251.089,500,730
2226.11,106,251.789,498,720
2226.35,106,251.789,498,720
2226.69,106,251.789,498,720
2226.94,106,251.789,498,720
2227.21,106,251.789,498,720
2227.45,106,251.789,498,720
2227.83,106,251.789,498,720
2228.08,107,252.489,496,710
2228.37,107,252.489,496,710
2228.69,107,252.489,496,710
2228.91,107,252.489,496,710
2229.17,107,252.489,496,710
2229.41,107,252.489,496,710
2229.83,107,252.489,496,710
2230.1,108,253.189,494,700
2230.38,108,253.189,494,700
2230.69,108,253.189,494,700
2230.93,108,253.189,494,700
2231.17,108,253.189,494,700
2231.41,108,253.189,494,700
2231.84,108,253.189,494,700
2232.13,109,253.889,492,690
2232.38,109,253.889,492,690
2232.69,109,253.889,492,690
2232.91,109,253.889,492,690
2233.16,109,253.889,492,690
2233.43,109,253.889,492,690
2233.88,109,253.889,492,690
2234.14,110,254.589,490,680
2234.39,110,254.589,490,680
2234.83,110,254.589,490,680
2235.11,110,254.589,490,680
2235.39,110,254.589,490,680
2235.83,110,254.589,490,680
2236.1,111,255.289,488,670
2236.33,111,255.289,488,670
2236.69,111,255.289,488,670
2236.92,111,255.289,488,670
2237.17,111,255.289,488,670
2237.44,111,255.289,488,670
2237.84,111,255.289,488,670
2238.1,112,255.989,486,660
2238.34,112,255.989,486,660
2238.69,112,255.989,486,660
2238.92,112,255.989,486,660
2239.18,112,255.989,486,660
2239.45,112,255.989,486,660
2239.83,112,255.989,486,660
2240.09,113,256.689,484,650
2240.32,113,256.689,484,650
2240.83,113,256.689,484,650
2241.12,113,256.689,484,650
2241.38,113,256.689,484,650
2241.69,113,256.689,484,650
2241.94,114,257.389,484,650
2242.17,114,257.389,482,640
2242.41,114,257.389,482,640
2242.87,114,257.389,482,640
2243.14,114,257.389,482,640
2243.38,114,257.389,482,640
2243.69,114,257.389,482,640
2243.92,115,258.089,482,640
2244.14,115,258.089,480,630
2244.37,115,258.089,480,630
2244.69,115,258.089,480,630
2244.92,115,258.089,480,630
2245.17,115,258.089,480,630
2245.44,115,258.089,480,630
2245.83,115,258.089,480,630
2246.1,116,258.789,478,620
2246.33,116,258.789,478,620
2246.68,116,258.789,478,620
2246.91,116,258.789,478,620
2247.15,116,258.789,478,620
2247.38,116,258.789,478,620
2247.69,116,258.789,478,620
2247.91,117,259.489,478,620
2248.16,117,259.489,476,610
2248.41,117,259.489,476,610
2248.92,117,259.489,476,610
2249.21,117,259.489,476,610
2249.49,117,259.489,476,610
2249.84,117,259.489,476,610
2250.1,118,260.189,474,600
2250.33,118,260.189,474,600
2250.69,118,260.189,474,600
2250.95,118,260.189,474,600
2251.34,118,260.189,474,600
2251.68,118,260.189,474,600
2251.92,119,260.889,474,600
2252.16,119,260.889,472,590
2252.4,119,260.889,472,590
2252.97,119,260.889,472,590
2253.24,119,260.889,472,590
2253.69,119,260.889,472,590
2254.17,120,261.589,472,590
2254.44,120,261.589,470,580
2254.83,120,261.589,470,580
2255.11,120,261.589,470,580
2255.38,120,261.589,470,580
2255.69,120,261.589,470,580
2255.95,121,262.289,468,580
2256.21,121,262.289,468,570
2256.45,121,262.289,468,570
2256.83,121,262.289,468,570
2257.12,121,262.289,468,570
2257.37,121,262.289,468,570
2257.69,121,262.289,468,570
2257.92,122,262.989,468,570
2258.16,122,262.989,466,560
2258.41,122,262.989,466,560
2258.83,122,262.989,466,560
2259.1,122,262.989,466,560
2259.34,122,262.989,466,560
2259.69,122,262.989,466,560
2259.94,123,263.689,466,560
2260.18,123,263.689,464,550
2260.45,123,263.689,464,550
2260.83,123,263.689,464,550
2261.1,123,263.689,464,550
2262.02,124,264.389,462,540
2262.25,124,264.389,462,540
2262.48,124,264.389,462,540
2262.83,124,264.389,462,540
2263.1,124,264.389,462,540
2263.37,124,264.389,462,540
2263.69,124,264.389,462,540
2263.92,125,265.089,462,540
2264.16,125,265.089,460,530
2264.38,125,265.089,460,530
2264.69,125,265.089,460,530
2264.92,125,265.089,460,530
2265.26,125,265.089,460,530
2265.72,125,265.089,460,530
2266.03,126,265.789,458,520
2266.3,126,265.789,458,520
2266.7,126,265.789,458,520
2267.09,126,265.789,458,520
2267.34,126,265.789,458,520
2267.69,126,265.789,458,520
2267.96,127,266.489,456,520
2268.25,127,266.489,456,510
2268.69,127,266.489,456,510
2268.98,127,266.489,456,510
2269.32,127,266.489,456,510
2269.75,127,266.489,456,510
2270.1,-128,267.189,454,500
2270.39,-128,267.189,454,500
2270.85,-128,267.189,454,500
2271.16,-128,267.189,454,500
2271.49,-128,267.189,454,500
2271.84,-128,267.189,454,500
2272.14,-127,267.889,452,490
2272.43,-127,267.889,452,490
2272.87,-127,267.889,452,490
2273.17,-127,267.889,452,490
2273.45,-127,267.889,452,490
2273.85,-127,267.889,452,490
2274.16,-126,268.589,450,480
2274.48,-126,268.589,450,480
2274.83,-126,268.589,450,480
2275.09,-126,268.589,450,480
2275.33,-126,268.589,450,480
2275.68,-126,268.589,450,480
2275.91,-125,268.589,450,480
2276.16,-125,269.289,448,470
2276.4,-125,269.289,448,470
2276.83,-125,269.289,448,470
2277.11,-125,269.289,448,470
2277.36,-125,269.289,448,470
2277.68,-125,269.289,448,470
2277.91,-124,269.289,448,470
2278.13,-124,269.989,446,460
2278.35,-124,269.989,446,460
2278.68,-124,269.989,446,460
2278.91,-124,269.989,446,460
2279.16,-124,269.989,446,460
2279.4,-124,269.989,446,460
2279.85,-124,269.989,446,460
2280.11,-123,270.689,444,450
2280.34,-123,270.689,444,450
2280.69,-123,270.689,444,450
2280.97,-123,270.689,444,450
2281.21,-123,270.689,444,450
2281.45,-123,270.689,444,450
2281.82,-123,270.689,444,450
2282.08,-122,271.389,442,440
2282.33,-122,271.389,442,440
2282.69,-122,271.389,442,440
2282.95,-122,271.389,442,440
2283.23,-122,271.389,442,440
2283.69,-122,271.389,442,440
2284.08,-121,272.089,440,430
2284.35,-121,272.089,440,430
2284.7,-121,272.089,440,430
2284.96,-121,272.089,440,430
2285.22,-121,272.089,440,430
2285.48,-121,272.089,440,430
2285.84,-121,272.089,440,430
2286.11,-120,272.789,438,420
2286.36,-120,272.789,438,420
2286.69,-120,272.789,438,420
2286.93,-120,272.789,438,420
2287.21,-120,272.789,438,420
2287.46,-120,272.789,438,420
2287.83,-120,272.789,438,420
2288.09,-119,273.489,436,410
2288.32,-119,273.489,436,410
2288.69,-119,273.489,436,410
2288.92,-119,273.489,436,410
2289.19,-119,273.489,436,410
2289.46,-119,273.489,436,410
2289.83,-119,273.489,436,410
2290.09,-118,274.189,434,400
2290.32,-118,274.189,434,400
2290.68,-118,274.189,434,400
2290.91,-118,274.189,434,400
2291.16,-118,274.189,434,400
2291.46,-118,274.189,434,400
2291.83,-118,274.189,434,400
2292.16,-117,274.889,432,390
2292.38,-117,274.889,432,390
2292.68,-117,274.889,432,390
2292.91,-117,274.889,432,390
2293.13,-117,274.889,432,390
2293.35,-117,274.889,432,390
2293.69,-117,274.889,432,390
2293.94,-116,275.589,430,390
2294.19,-116,275.589,430,380
2294.43,-116,275.589,430,380
2294.83,-116,275.589,430,380
2295.1,-116,275.589,430,380
2295.36,-116,275.589,430,380
2295.71,-116,275.589,430,380
2296.03,-115,276.289,428,370
2296.32,-115,276.289,428,370
2296.73,-115,276.289,428,370
2297.06,-115,276.289,428,370
2297.34,-115,276.289,428,370
2297.69,-115,276.289,428,370
2297.96,-114,276.989,426,370
2298.21,-114,276.989,426,360
2298.47,-114,276.989,426,360
2298.84,-114,276.989,426,360
2299.11,-114,276.989,426,360
2299.92,-114,276.989,426,360
2300.27,-113,277.689,424,350
2300.7,-113,277.689,424,350
2300.97,-113,277.689,424,350
2301.26,-113,277.689,424,350
2301.69,-113,277.689,424,350
2301.94,-112,278.389,422,350
2302.18,-112,278.389,422,340
2302.42,-112,278.389,422,340
2302.83,-112,278.389,422,340
2303.09,-112,278.389,422,340
2303.31,-112,278.389,422,340
2303.68,-112,278.389,422,340
2303.91,-111,278.389,422,340
2304.12,-111,279.089,420,330
2304.35,-111,279.089,420,330
2304.7,-111,279.089,420,330
2304.99,-111,279.089,420,330
2305.29,-111,279.089,420,330
2305.69,-111,279.089,420,330
2305.94,-110,279.789,418,330
2306.17,-110,279.789,418,320
2306.4,-110,279.789,418,320
2306.69,-110,279.789,418,320
2306.94,-110,279.789,418,320
2307.23,-110,279.789,418,320
2307.71,-110,279.789,418,320
2308.04,-109,280.489,416,310
2308.32,-109,280.489,416,310
2308.69,-109,280.489,416,310
2309,-109,280.489,416,310
2310.2,-109,280.489,416,310
2310.88,-108,281.189,414,300
2311.16,-108,281.189,414,300
2311.41,-108,281.189,414,300
2311.84,-108,281.189,414,300
2312.11,-107,281.889,412,290
2312.41,-107,281.889,412,290
2312.83,-107,281.889,412,290
2313.1,-107,281.889,412,290
2313.37,-107,281.889,412,290
2313.83,-107,281.889,412,290
2314.09,-106,282.589,410,280
2314.37,-106,282.589,410,280
2314.69,-106,282.589,410,280
2314.94,-106,282.589,410,280
2315.24,-106,282.589,410,280
2315.71,-106,282.589,410,280
2316.07,-105,283.289,408,270
2316.36,-105,283.289,408,270
2316.69,-105,283.289,408,270
2316.95,-105,283.289,408,270
2317.2,-105,283.289,408,270
2317.45,-105,283.289,408,270
2317.83,-105,283.289,408,270
2318.08,-104,283.989,406,260
2318.31,-104,283.989,406,260
2318.68,-104,283.989,406,260
2318.91,-104,283.989,406,260
2319.16,-104,283.989,406,260
2319.42,-104,283.989,406,260
2319.82,-104,283.989,406,260
2320.1,-103,284.689,404,250
2320.34,-103,284.689,404,250
2320.69,-103,284.689,404,250
2320.93,-103,284.689,404,250
2321.18,-103,284.689,404,250
2321.41,-103,284.689,404,250
2321.85,-103,284.689,404,250
2322.1,-102,285.389,402,240
2322.32,-102,285.389,402,240
2322.68,-102,285.389,402,240
2322.91,-102,285.389,402,240
2323.15,-102,285.389,402,240
2323.39,-102,285.389,402,240
2323.68,-102,285.389,402,240
2323.91,-101,285.389,402,240
2324.14,-101,286.089,400,230
2324.39,-101,286.089,400,230
2324.68,-101,286.089,400,230
2324.91,-101,286.089,400,230
2325.14,-101,286.089,400,230
2325.38,-101,286.089,400,230
2325.69,-101,286.089,400,230
2325.94,-100,286.789,400,230
2326.16,-100,286.789,398,220
2326.39,-100,286.789,398,220
2326.68,-100,286.789,398,220
2326.91,-100,286.789,398,220
2327.14,-100,286.789,398,220
2327.37,-100,286.789,398,220
2327.69,-100,286.789,398,220
2327.94,-99,287.489,396,220
2328.19,-99,287.489,396,210
2328.42,-99,287.489,396,210
2328.83,-99,287.489,396,210
2329.11,-99,287.489,396,210
2329.38,-99,287.489,396,210
2329.68,-99,287.489,396,210
2329.92,-98,287.489,396,210
2330.14,-98,288.189,394,200
2330.38,-98,288.189,394,200
2330.69,-98,288.189,394,200
2330.91,-98,288.189,394,200
2331.14,-98,288.189,394,200
2331.37,-98,288.189,394,200
2331.68,-98,288.189,394,200
2331.94,-97,288.189,394,200
2332.22,-97,288.889,392,190
2332.69,-97,288.889,392,190
2332.95,-97,288.889,392,190
2333.24,-97,288.889,392,190
2333.69,-97,288.889,392,190
2333.93,-96,289.589,392,190
2334.16,-96,289.589,390,200
2334.39,-96,289.589,390,200
2334.69,-96,289.589,390,200
2334.92,-96,289.589,390,200
2335.18,-96,289.589,390,200
2335.44,-96,289.589,390,200
2335.83,-96,289.589,390,200
2336.08,-95,290.289,388,210
2336.32,-95,290.289,388,210
2336.69,-95,290.289,388,210
2336.93,-95,290.289,388,210
2337.17,-95,290.289,388,210
2337.41,-95,290.289,388,210
2337.83,-95,290.289,388,210
2338.07,-94,290.989,386,220
2338.31,-94,290.989,386,220
2338.68,-94,290.989,386,220
2338.92,-94,290.989,386,220
2339.15,-94,290.989,386,220
2339.39,-94,290.989,386,220
2339.69,-94,290.989,386,220
2339.92,-93,291.689,386,220
2340.15,-93,291.689,384,230
2340.4,-93,291.689,384,230
2340.83,-93,291.689,384,230
2341.11,-93,291.689,384,230
2341.36,-93,291.689,384,230
2341.69,-93,291.689,384,230
2341.94,-92,292.389,384,230
2342.18,-92,292.389,382,240
2342.44,-92,292.389,382,240
2342.83,-92,292.389,382,240
2343.09,-92,292.389,382,240
2343.33,-92,292.389,382,240
2343.68,-92,292.389,382,240
2343.91,-91,292.389,382,240
2344.13,-91,293.089,380,250
2344.36,-91,293.089,380,250
2344.68,-91,293.089,380,250
2344.92,-91,293.089,380,250
2345.18,-91,293.089,380,250
2345.46,-91,293.089,380,250
2345.83,-91,293.089,380,250
2346.1,-90,293.789,378,260
2346.35,-90,293.789,378,260
2346.68,-90,293.789,378,260
2346.91,-90,293.789,378,260
2347.14,-90,293.789,378,260
2347.36,-90,293.789,378,260
2347.68,-90,293.789,378,260
2347.91,-89,293.789,378,260
2348.17,-89,294.489,376,270
2348.41,-89,294.489,376,270
2348.83,-89,294.489,376,270
2349.11,-89,294.489,376,270
2349.38,-89,294.489,376,270
2349.84,-89,294.489,376,270
2350.1,-88,295.189,374,280
2350.38,-88,295.189,374,280
2350.68,-88,295.189,374,280
2350.91,-88,295.189,374,280
2351.34,-88,295.189,374,280
2351.72,-88,295.189,374,280
2352.03,-87,295.889,372,290
2352.27,-87,295.889,372,290
2352.68,-87,295.889,372,290
2352.91,-87,295.889,372,290
2353.14,-87,295.889,372,290
2353.37,-87,295.889,372,290
2353.68,-87,295.889,372,290
2353.92,-86,295.889,372,290
2354.16,-86,296.589,370,300
2354.41,-86,296.589,370,300
2354.84,-86,296.589,370,300
2355.11,-86,296.589,370,300
2355.36,-86,296.589,370,300
2355.69,-86,296.589,370,300
2355.94,-85,297.289,370,300
2356.19,-85,297.289,368,310
2356.42,-85,297.289,368,310
2356.83,-85,297.289,368,310
2357.07,-85,297.289,368,310
2357.31,-85,297.289,368,310
2357.69,-85,297.289,368,310
2357.91,-84,297.289,368,310
2358.13,-84,297.99,366,320
2358.36,-84,297.99,366,320
2358.69,-84,297.99,366,320
2358.93,-84,297.99,366,320
2359.17,-84,297.99,366,320
2359.41,-84,297.99,366,320
2359.83,-84,297.99,366,320
2360.08,-83,298.69,364,330
2360.31,-83,298.69,364,330
2360.7,-83,298.69,364,330
2361.02,-83,298.69,364,330
2361.4,-83,298.69,364,330
2361.83,-83,298.69,364,330
2362.1,-82,299.39,362,340
2362.34,-82,299.39,362,340
2362.68,-82,299.39,362,340
2362.92,-82,299.39,362,340
2363.16,-82,299.39,362,340
2363.42,-82,299.39,362,340
2363.83,-82,299.39,362,340
2364.07,-81,300.09,360,350
2364.31,-81,300.09,360,350
2364.68,-81,300.09,360,350
2364.91,-81,300.09,360,350
2365.16,-81,300.09,360,350
2365.4,-81,300.09,360,350
2365.84,-81,300.09,360,350
2366.1,-80,300.79,358,360
2366.38,-80,300.79,358,360
2366.84,-80,300.79,358,360
2367.11,-80,300.79,358,360
2367.36,-80,300.79,358,360
2367.68,-80,300.79,358,360
2367.94,-79,301.49,358,360
2368.18,-79,301.49,356,370
2368.41,-79,301.49,356,370
2368.68,-79,301.49,356,370
2368.91,-79,301.49,356,370
2369.16,-79,301.49,356,370
2369.41,-79,301.49,356,370
2369.83,-79,301.49,356,370
2370.08,-78,302.19,354,380
2370.33,-78,302.19,354,380
2370.69,-78,302.19,354,380
2370.92,-78,302.19,354,380
2371.18,-78,302.19,354,380
2371.42,-78,302.19,354,380
2371.83,-78,302.19,354,380
2372.08,-77,302.89,352,390
2372.33,-77,302.89,352,390
2372.69,-77,302.89,352,390
2372.93,-77,302.89,352,390
2373.21,-77,302.89,352,390
2373.46,-77,302.89,352,390
2373.83,-77,302.89,352,390
2374.08,-76,303.59,350,400
2374.32,-76,303.59,350,400
2374.69,-76,303.59,350,400
2374.92,-76,303.59,350,400
2375.16,-76,303.59,350,400
2375.41,-76,303.59,350,400
2375.83,-76,303.59,350,400
2376.1,-75,304.29,348,410
2376.39,-75,304.29,348,410
2376.69,-75,304.29,348,410
2376.92,-75,304.29,348,410
2377.17,-75,304.29,348,410
2377.41,-75,304.29,348,410
2377.83,-75,304.29,348,410
2378.1,-74,304.99,346,420
2378.34,-74,304.99,346,420
2378.69,-74,304.99,346,420
2378.91,-74,304.99,346,420
2379.19,-74,304.99,346,420
2379.46,-74,304.99,346,420
2379.83,-74,304.99,346,420
2380.12,-73,305.69,344,430
2380.4,-73,305.69,344,430
2380.82,-73,305.69,344,430
2381.11,-73,305.69,344,430
2381.35,-73,305.69,344,430
2381.69,-73,305.69,344,430
2381.96,-72,306.39,344,430
2382.24,-72,306.39,342,440
2382.48,-72,306.39,342,440
2382.86,-72,306.39,342,440
2383.14,-72,306.39,342,440
2383.42,-72,306.39,342,440
2383.86,-72,306.39,342,440
2384.12,-71,307.09,340,450
2384.37,-71,307.09,340,450
2384.69,-71,307.09,340,450
2384.93,-71,307.09,340,450
2385.18,-71,307.09,340,450
2385.41,-71,307.09,340,450
2385.83,-71,307.09,340,450
2386.13,-70,307.79,338,460
2386.44,-70,307.79,338,460
2386.84,-70,307.79,338,460
2387.11,-70,307.79,338,460
2387.36,-70,307.79,338,460
2387.7,-70,307.79,338,460
2388,-69,308.49,336,470
2388.24,-69,308.49,336,470
2388.48,-69,308.49,336,470
2388.83,-69,308.49,336,470
2389.1,-69,308.49,336,470
2389.34,-69,308.49,336,470
2389.69,-69,308.49,336,470
2389.94,-68,309.19,336,470
2390.19,-68,309.19,334,480
2390.46,-68,309.19,334,480
2390.82,-68,309.19,334,480
2391.09,-68,309.19,334,480
2391.32,-68,309.19,334,480
2391.69,-68,309.19,334,480
2391.94,-67,309.89,334,480
2392.18,-67,309.89,332,490
2392.54,-67,309.89,332,490
2392.98,-67,309.89,332,490
2393.25,-67,309.89,332,490
2393.68,-67,309.89,332,490
2393.93,-66,310.59,332,490
2394.16,-66,310.59,330,500
2394.4,-66,310.59,330,500
2394.83,-66,310.59,330,500
2395.11,-66,310.59,330,500
2395.36,-66,310.59,330,500
2395.69,-66,310.59,330,500
2395.94,-65,311.29,330,500
2396.19,-65,311.29,328,510
2396.45,-65,311.29,328,510
2396.87,-65,311.29,328,510
2397.16,-65,311.29,328,510
2397.51,-65,311.29,328,510
2397.84,-65,311.29,328,510
2398.1,-64,311.99,326,520
2398.36,-64,311.99,326,520
2398.69,-64,311.99,326,520
2399.05,-64,311.99,326,520
2399.38,-64,311.99,326,520
2399.84,-64,311.99,326,520
2400.12,-63,312.69,324,530
2400.38,-63,312.69,324,530
2400.83,-63,312.69,324,530
2401.09,-63,312.69,324,530
2401.34,-63,312.69,324,530
2401.69,-63,312.69,324,530
2401.96,-62,313.39,322,530
2402.22,-62,313.39,322,540
2402.69,-62,313.39,322,540
2402.96,-62,313.39,322,540
2403.22,-62,313.39,322,540
2403.48,-62,313.39,322,540
2403.83,-62,313.39,322,540
2404.1,-61,314.09,320,550
2404.36,-61,314.09,320,550
2404.68,-61,314.09,320,550
2404.94,-61,314.09,320,550
2405.19,-61,314.09,320,550
2405.44,-61,314.09,320,550
2405.85,-61,314.09,320,550
2406.14,-60,314.79,318,560
2406.42,-60,314.79,318,560
2406.82,-60,314.79,318,560
2407.1,-60,314.79,318,560
2407.35,-60,314.79,318,560
2407.7,-60,314.79,318,560
2407.96,-59,315.49,316,560
2408.21,-59,315.49,316,570
2408.49,-59,315.49,316,570
2408.84,-59,315.49,316,570
2409.11,-59,315.49,316,570
2409.4,-59,315.49,316,570
2409.86,-59,315.49,316,570
2410.69,-58,316.19,314,580
2410.95,-58,316.19,314,580
2411.19,-58,316.19,314,580
2411.44,-58,316.19,314,580
2411.83,-58,316.19,314,580
2412.11,-57,316.89,312,590
2412.38,-57,316.89,312,590
2412.85,-57,316.89,312,590
2413.13,-57,316.89,312,590
2413.38,-57,316.89,312,590
2413.68,-57,316.89,312,590
2413.96,-56,317.59,310,590
2414.24,-56,317.59,310,600
2414.68,-56,317.59,310,600
2414.94,-56,317.59,310,600
2415.18,-56,317.59,310,600
2415.44,-56,317.59,310,600
2415.91,-56,317.59,310,600
2416.21,-55,318.29,308,610
2416.7,-55,318.29,308,610
2417,-55,318.29,308,610
2417.26,-55,318.29,308,610
